timestamp,building_id,consumption_kwh,temperature_c,occupancy,humidity_pct
2025-01-01T00:00:00+00:00,main_library,0.6679,25.6,0.05,60.5
2025-01-01T01:00:00+00:00,main_library,0.6806,26.0,0.05,59.3
2025-01-01T02:00:00+00:00,main_library,0.6612,27.1,0.05,60.1
2025-01-01T03:00:00+00:00,main_library,0.674,29.0,0.05,66.0
2025-01-01T04:00:00+00:00,main_library,0.6658,30.1,0.05,56.4
2025-01-01T05:00:00+00:00,main_library,0.6584,29.3,0.05,57.0
2025-01-01T06:00:00+00:00,main_library,0.6393,29.9,0.2,54.9
2025-01-01T07:00:00+00:00,main_library,0.544,28.1,0.22,52.3
2025-01-01T08:00:00+00:00,main_library,0.6734,30.3,0.6,59.4
2025-01-01T09:00:00+00:00,main_library,0.655,28.3,0.69,58.1
2025-01-01T10:00:00+00:00,main_library,0.6936,25.6,0.78,59.3
2025-01-01T11:00:00+00:00,main_library,0.675,26.7,0.84,60.7
2025-01-01T12:00:00+00:00,main_library,0.3757,25.5,0.89,57.9
2025-01-01T13:00:00+00:00,main_library,0.6445,23.9,0.9,67.0
2025-01-01T14:00:00+00:00,main_library,0.6765,22.2,0.89,53.7
2025-01-01T15:00:00+00:00,main_library,0.7017,21.1,0.84,62.8
2025-01-01T16:00:00+00:00,main_library,0.7105,19.2,0.78,62.1
2025-01-01T17:00:00+00:00,main_library,0.698,19.6,0.69,60.6
2025-01-01T18:00:00+00:00,main_library,0.7712,18.3,0.6,59.3
2025-01-01T19:00:00+00:00,main_library,0.6585,18.2,0.26,59.7
2025-01-01T20:00:00+00:00,main_library,0.6453,18.8,0.24,61.0
2025-01-01T21:00:00+00:00,main_library,0.5151,19.6,0.22,53.2
2025-01-01T22:00:00+00:00,main_library,0.6136,20.8,0.2,62.5
2025-01-01T23:00:00+00:00,main_library,0.664,23.0,0.05,54.3
2025-01-02T00:00:00+00:00,main_library,0.6579,25.7,0.05,54.9
2025-01-02T01:00:00+00:00,main_library,0.6517,24.6,0.05,64.4
2025-01-02T02:00:00+00:00,main_library,0.64,27.0,0.05,59.2
2025-01-02T03:00:00+00:00,main_library,0.6597,28.6,0.05,61.1
2025-01-02T04:00:00+00:00,main_library,0.6396,27.7,0.05,61.0
2025-01-02T05:00:00+00:00,main_library,0.7138,28.5,0.05,62.7
2025-01-02T06:00:00+00:00,main_library,1.0862,28.4,0.2,52.8
2025-01-02T07:00:00+00:00,main_library,0.953,29.0,0.22,59.0
2025-01-02T08:00:00+00:00,main_library,1.1266,27.5,0.6,60.4
2025-01-02T09:00:00+00:00,main_library,1.1501,28.3,0.69,57.7
2025-01-02T10:00:00+00:00,main_library,1.1217,26.7,0.78,60.5
2025-01-02T11:00:00+00:00,main_library,0.9935,27.0,0.84,57.0
2025-01-02T12:00:00+00:00,main_library,0.6961,26.0,0.89,59.2
2025-01-02T13:00:00+00:00,main_library,1.1417,24.7,0.9,52.0
2025-01-02T14:00:00+00:00,main_library,1.1713,21.1,0.89,55.9
2025-01-02T15:00:00+00:00,main_library,1.0816,21.8,0.84,59.4
2025-01-02T16:00:00+00:00,main_library,1.1149,21.5,0.78,56.5
2025-01-02T17:00:00+00:00,main_library,1.1651,20.2,0.69,62.6
2025-01-02T18:00:00+00:00,main_library,0.7258,19.5,0.6,55.7
2025-01-02T19:00:00+00:00,main_library,0.6389,18.5,0.26,62.9
2025-01-02T20:00:00+00:00,main_library,0.6329,19.3,0.24,55.3
2025-01-02T21:00:00+00:00,main_library,0.5268,20.4,0.22,62.2
2025-01-02T22:00:00+00:00,main_library,0.6251,23.0,0.2,56.6
2025-01-02T23:00:00+00:00,main_library,0.6477,24.6,0.05,61.2
2025-01-03T00:00:00+00:00,main_library,0.6756,25.1,0.05,63.9
2025-01-03T01:00:00+00:00,main_library,0.6321,25.5,0.05,62.1
2025-01-03T02:00:00+00:00,main_library,0.62,27.9,0.05,63.1
2025-01-03T03:00:00+00:00,main_library,0.6361,26.7,0.05,63.8
2025-01-03T04:00:00+00:00,main_library,0.6444,28.8,0.05,58.6
2025-01-03T05:00:00+00:00,main_library,0.7526,29.1,0.05,55.5
2025-01-03T06:00:00+00:00,main_library,1.0081,30.5,0.2,55.1
2025-01-03T07:00:00+00:00,main_library,1.024,30.4,0.22,63.5
2025-01-03T08:00:00+00:00,main_library,1.139,29.4,0.6,65.2
2025-01-03T09:00:00+00:00,main_library,1.0919,28.9,0.69,67.7
2025-01-03T10:00:00+00:00,main_library,1.0691,27.9,0.78,53.5
2025-01-03T11:00:00+00:00,main_library,1.068,24.7,0.84,61.0
2025-01-03T12:00:00+00:00,main_library,1.0464,24.0,0.89,59.8
2025-01-03T13:00:00+00:00,main_library,0.6845,24.5,0.9,62.1
2025-01-03T14:00:00+00:00,main_library,1.0539,23.1,0.89,55.4
2025-01-03T15:00:00+00:00,main_library,1.144,22.1,0.84,52.2
2025-01-03T16:00:00+00:00,main_library,1.1607,21.7,0.78,53.8
2025-01-03T17:00:00+00:00,main_library,1.2035,20.2,0.69,62.5
2025-01-03T18:00:00+00:00,main_library,0.7193,21.0,0.6,66.7
2025-01-03T19:00:00+00:00,main_library,0.6636,18.6,0.26,53.7
2025-01-03T20:00:00+00:00,main_library,0.584,19.8,0.24,52.7
2025-01-03T21:00:00+00:00,main_library,0.499,21.9,0.22,59.3
2025-01-03T22:00:00+00:00,main_library,0.6292,22.3,0.2,67.3
2025-01-03T23:00:00+00:00,main_library,0.6273,23.2,0.05,57.2
2025-01-04T00:00:00+00:00,main_library,0.6184,23.5,0.05,59.5
2025-01-04T01:00:00+00:00,main_library,0.6197,27.0,0.05,58.1
2025-01-04T02:00:00+00:00,main_library,0.6498,25.8,0.05,53.6
2025-01-04T03:00:00+00:00,main_library,0.6453,27.1,0.05,55.0
2025-01-04T04:00:00+00:00,main_library,0.6414,30.1,0.05,59.7
2025-01-04T05:00:00+00:00,main_library,0.6052,28.2,0.05,57.7
2025-01-04T06:00:00+00:00,main_library,0.618,29.1,0.2,65.2
2025-01-04T07:00:00+00:00,main_library,0.5366,29.4,0.22,66.8
2025-01-04T08:00:00+00:00,main_library,0.5537,28.8,0.6,64.6
2025-01-04T09:00:00+00:00,main_library,0.5912,27.9,0.69,62.1
2025-01-04T10:00:00+00:00,main_library,0.6259,27.4,0.78,57.0
2025-01-04T11:00:00+00:00,main_library,0.5938,24.8,0.84,55.3
2025-01-04T12:00:00+00:00,main_library,0.5885,23.6,0.89,67.4
2025-01-04T13:00:00+00:00,main_library,0.3488,22.9,0.9,63.7
2025-01-04T14:00:00+00:00,main_library,0.5828,22.4,0.89,57.6
2025-01-04T15:00:00+00:00,main_library,0.6245,19.8,0.84,56.0
2025-01-04T16:00:00+00:00,main_library,0.6403,20.3,0.78,66.0
2025-01-04T17:00:00+00:00,main_library,0.6001,18.7,0.69,62.0
2025-01-04T18:00:00+00:00,main_library,0.6197,18.1,0.6,67.7
2025-01-04T19:00:00+00:00,main_library,0.6638,20.0,0.26,63.2
2025-01-04T20:00:00+00:00,main_library,0.6296,19.3,0.24,65.9
2025-01-04T21:00:00+00:00,main_library,0.6385,21.9,0.22,63.2
2025-01-04T22:00:00+00:00,main_library,0.6062,20.6,0.2,60.9
2025-01-04T23:00:00+00:00,main_library,0.6731,22.2,0.05,62.0
2025-01-05T00:00:00+00:00,main_library,0.671,25.2,0.05,66.8
2025-01-05T01:00:00+00:00,main_library,0.6854,26.2,0.05,54.9
2025-01-05T02:00:00+00:00,main_library,0.6441,26.8,0.05,65.0
2025-01-05T03:00:00+00:00,main_library,0.6347,28.3,0.05,62.4
