timestamp,building_id,consumption_kwh,temperature_c,occupancy,humidity_pct
2025-01-01T00:00:00+00:00,sports_complex,0.54,23.9,0.05,62.1
2025-01-01T01:00:00+00:00,sports_complex,0.4902,26.0,0.05,61.7
2025-01-01T02:00:00+00:00,sports_complex,0.5238,28.5,0.05,64.8
2025-01-01T03:00:00+00:00,sports_complex,0.5062,26.7,0.05,67.9
2025-01-01T04:00:00+00:00,sports_complex,0.5161,28.6,0.05,54.4
2025-01-01T05:00:00+00:00,sports_complex,0.5044,30.5,0.05,52.1
2025-01-01T06:00:00+00:00,sports_complex,0.4996,28.1,0.2,62.5
2025-01-01T07:00:00+00:00,sports_complex,0.4372,30.1,0.22,56.8
2025-01-01T08:00:00+00:00,sports_complex,0.51,28.8,0.6,60.7
2025-01-01T09:00:00+00:00,sports_complex,0.5314,27.4,0.69,57.2
2025-01-01T10:00:00+00:00,sports_complex,0.5238,25.8,0.78,63.8
2025-01-01T11:00:00+00:00,sports_complex,0.5381,26.7,0.84,61.5
2025-01-01T12:00:00+00:00,sports_complex,0.3675,24.2,0.89,64.0
2025-01-01T13:00:00+00:00,sports_complex,0.4982,23.6,0.9,55.8
2025-01-01T14:00:00+00:00,sports_complex,0.5304,21.4,0.89,63.2
2025-01-01T15:00:00+00:00,sports_complex,0.5362,19.9,0.84,54.7
2025-01-01T16:00:00+00:00,sports_complex,0.5387,20.9,0.78,65.1
2025-01-01T17:00:00+00:00,sports_complex,0.5096,19.7,0.69,59.0
2025-01-01T18:00:00+00:00,sports_complex,0.5018,20.4,0.6,58.0
2025-01-01T19:00:00+00:00,sports_complex,0.4988,18.6,0.26,61.7
2025-01-01T20:00:00+00:00,sports_complex,0.4709,19.4,0.24,62.0
2025-01-01T21:00:00+00:00,sports_complex,0.422,22.1,0.22,66.8
2025-01-01T22:00:00+00:00,sports_complex,0.5269,22.1,0.2,58.0
2025-01-01T23:00:00+00:00,sports_complex,0.5166,24.4,0.05,55.0
2025-01-02T00:00:00+00:00,sports_complex,0.5189,24.3,0.05,64.4
2025-01-02T01:00:00+00:00,sports_complex,0.4923,24.5,0.05,55.7
2025-01-02T02:00:00+00:00,sports_complex,0.5216,26.6,0.05,67.5
2025-01-02T03:00:00+00:00,sports_complex,0.5272,27.3,0.05,58.1
2025-01-02T04:00:00+00:00,sports_complex,0.5927,30.0,0.05,59.0
2025-01-02T05:00:00+00:00,sports_complex,0.5971,30.7,0.05,58.1
2025-01-02T06:00:00+00:00,sports_complex,0.5633,30.8,0.2,67.8
2025-01-02T07:00:00+00:00,sports_complex,0.5754,30.6,0.22,66.0
2025-01-02T08:00:00+00:00,sports_complex,0.7108,30.0,0.6,54.9
2025-01-02T09:00:00+00:00,sports_complex,0.7067,28.1,0.69,64.2
2025-01-02T10:00:00+00:00,sports_complex,0.6479,26.0,0.78,55.3
2025-01-02T11:00:00+00:00,sports_complex,0.7384,26.5,0.84,59.8
2025-01-02T12:00:00+00:00,sports_complex,0.5198,25.3,0.89,65.2
2025-01-02T13:00:00+00:00,sports_complex,0.7655,22.6,0.9,59.5
2025-01-02T14:00:00+00:00,sports_complex,0.7668,21.4,0.89,59.7
2025-01-02T15:00:00+00:00,sports_complex,0.6617,22.3,0.84,54.5
2025-01-02T16:00:00+00:00,sports_complex,0.67,19.1,0.78,67.2
2025-01-02T17:00:00+00:00,sports_complex,0.6415,19.4,0.69,53.3
2025-01-02T18:00:00+00:00,sports_complex,0.4525,20.4,0.6,52.0
2025-01-02T19:00:00+00:00,sports_complex,0.5245,21.0,0.26,55.9
2025-01-02T20:00:00+00:00,sports_complex,0.4956,21.2,0.24,64.2
2025-01-02T21:00:00+00:00,sports_complex,0.4451,19.9,0.22,62.7
2025-01-02T22:00:00+00:00,sports_complex,0.5029,22.3,0.2,53.4
2025-01-02T23:00:00+00:00,sports_complex,0.5185,24.0,0.05,66.7
2025-01-03T00:00:00+00:00,sports_complex,0.5118,23.1,0.05,59.1
2025-01-03T01:00:00+00:00,sports_complex,0.5098,25.4,0.05,54.3
2025-01-03T02:00:00+00:00,sports_complex,0.5448,26.7,0.05,53.8
2025-01-03T03:00:00+00:00,sports_complex,0.4829,28.3,0.05,58.8
2025-01-03T04:00:00+00:00,sports_complex,0.5996,28.7,0.05,58.8
2025-01-03T05:00:00+00:00,sports_complex,0.6177,28.7,0.05,59.2
2025-01-03T06:00:00+00:00,sports_complex,0.7121,29.8,0.2,65.1
2025-01-03T07:00:00+00:00,sports_complex,0.6706,28.5,0.22,56.1
2025-01-03T08:00:00+00:00,sports_complex,0.7368,27.5,0.6,58.9
2025-01-03T09:00:00+00:00,sports_complex,0.7203,26.9,0.69,59.7
2025-01-03T10:00:00+00:00,sports_complex,0.6878,26.0,0.78,61.7
2025-01-03T11:00:00+00:00,sports_complex,0.6548,24.6,0.84,60.6
2025-01-03T12:00:00+00:00,sports_complex,0.6513,23.3,0.89,56.0
2025-01-03T13:00:00+00:00,sports_complex,0.4916,22.1,0.9,54.5
2025-01-03T14:00:00+00:00,sports_complex,0.6667,22.6,0.89,65.3
2025-01-03T15:00:00+00:00,sports_complex,0.6062,21.9,0.84,56.8
2025-01-03T16:00:00+00:00,sports_complex,0.6092,19.4,0.78,58.5
2025-01-03T17:00:00+00:00,sports_complex,0.6191,20.5,0.69,64.6
2025-01-03T18:00:00+00:00,sports_complex,0.4709,20.2,0.6,53.3
2025-01-03T19:00:00+00:00,sports_complex,0.4926,18.8,0.26,55.3
2025-01-03T20:00:00+00:00,sports_complex,0.4558,20.0,0.24,64.6
2025-01-03T21:00:00+00:00,sports_complex,0.4254,20.5,0.22,59.8
2025-01-03T22:00:00+00:00,sports_complex,0.4985,22.9,0.2,55.4
2025-01-03T23:00:00+00:00,sports_complex,0.4743,22.0,0.05,63.7
2025-01-04T00:00:00+00:00,sports_complex,0.4691,23.6,0.05,57.3
2025-01-04T01:00:00+00:00,sports_complex,0.5135,27.0,0.05,65.5
2025-01-04T02:00:00+00:00,sports_complex,0.5039,26.3,0.05,61.3
2025-01-04T03:00:00+00:00,sports_complex,0.5012,28.7,0.05,63.0
2025-01-04T04:00:00+00:00,sports_complex,0.4948,29.5,0.05,62.5
2025-01-04T05:00:00+00:00,sports_complex,0.4456,30.2,0.05,53.1
2025-01-04T06:00:00+00:00,sports_complex,0.4463,28.8,0.2,55.4
2025-01-04T07:00:00+00:00,sports_complex,0.393,29.1,0.22,53.8
2025-01-04T08:00:00+00:00,sports_complex,0.4209,29.8,0.6,57.2
2025-01-04T09:00:00+00:00,sports_complex,0.4548,28.8,0.69,54.4
2025-01-04T10:00:00+00:00,sports_complex,0.4608,25.8,0.78,54.9
2025-01-04T11:00:00+00:00,sports_complex,0.4353,24.7,0.84,61.0
2025-01-04T12:00:00+00:00,sports_complex,0.4076,24.2,0.89,57.7
2025-01-04T13:00:00+00:00,sports_complex,0.3125,23.6,0.9,67.9
2025-01-04T14:00:00+00:00,sports_complex,0.4317,22.0,0.89,59.5
2025-01-04T15:00:00+00:00,sports_complex,0.4343,20.8,0.84,55.6
2025-01-04T16:00:00+00:00,sports_complex,0.4484,19.7,0.78,65.1
