timestamp,building_id,consumption_kwh,temperature_c,occupancy,humidity_pct
2025-01-01T00:00:00+00:00,admin_block,1.314,25.7,0.05,59.7
2025-01-01T01:00:00+00:00,admin_block,1.3389,25.0,0.05,67.3
2025-01-01T02:00:00+00:00,admin_block,1.3209,25.8,0.05,59.0
2025-01-01T03:00:00+00:00,admin_block,1.2547,26.9,0.05,62.1
2025-01-01T04:00:00+00:00,admin_block,1.3145,29.6,0.05,65.0
2025-01-01T05:00:00+00:00,admin_block,1.3001,29.8,0.05,67.5
2025-01-01T06:00:00+00:00,admin_block,1.2517,28.8,0.2,52.4
2025-01-01T07:00:00+00:00,admin_block,1.1279,28.9,0.22,56.8
2025-01-01T08:00:00+00:00,admin_block,1.2961,28.3,0.6,62.2
2025-01-01T09:00:00+00:00,admin_block,1.302,29.5,0.69,67.9
2025-01-01T10:00:00+00:00,admin_block,1.333,27.7,0.78,60.2
2025-01-01T11:00:00+00:00,admin_block,1.2942,26.4,0.84,67.5
2025-01-01T12:00:00+00:00,admin_block,0.6919,24.0,0.89,59.0
2025-01-01T13:00:00+00:00,admin_block,1.2774,22.1,0.9,52.0
2025-01-01T14:00:00+00:00,admin_block,1.3545,21.6,0.89,53.3
2025-01-01T15:00:00+00:00,admin_block,1.3093,21.4,0.84,55.9
2025-01-01T16:00:00+00:00,admin_block,1.313,18.8,0.78,59.9
2025-01-01T17:00:00+00:00,admin_block,1.2405,18.5,0.69,63.4
2025-01-01T18:00:00+00:00,admin_block,1.2524,20.8,0.6,56.7
2025-01-01T19:00:00+00:00,admin_block,1.2732,18.4,0.26,56.7
2025-01-01T20:00:00+00:00,admin_block,1.2455,19.2,0.24,63.7
2025-01-01T21:00:00+00:00,admin_block,1.1757,19.6,0.22,52.5
2025-01-01T22:00:00+00:00,admin_block,1.3734,22.5,0.2,53.6
2025-01-01T23:00:00+00:00,admin_block,1.361,22.2,0.05,62.0
2025-01-02T00:00:00+00:00,admin_block,1.2747,23.7,0.05,60.2
2025-01-02T01:00:00+00:00,admin_block,1.4148,27.2,0.05,64.9
2025-01-02T02:00:00+00:00,admin_block,1.3522,27.2,0.05,61.7
2025-01-02T03:00:00+00:00,admin_block,1.3324,28.2,0.05,55.6
2025-01-02T04:00:00+00:00,admin_block,1.2636,28.9,0.05,62.8
2025-01-02T05:00:00+00:00,admin_block,1.3209,29.4,0.05,67.2
2025-01-02T06:00:00+00:00,admin_block,1.3818,28.4,0.2,66.5
2025-01-02T07:00:00+00:00,admin_block,1.1788,30.9,0.22,63.8
2025-01-02T08:00:00+00:00,admin_block,1.4248,27.4,0.6,66.0
2025-01-02T09:00:00+00:00,admin_block,1.4067,28.5,0.69,52.4
2025-01-02T10:00:00+00:00,admin_block,1.4242,26.2,0.78,54.3
2025-01-02T11:00:00+00:00,admin_block,1.4214,24.8,0.84,54.8
2025-01-02T12:00:00+00:00,admin_block,0.8641,24.6,0.89,57.0
2025-01-02T13:00:00+00:00,admin_block,1.4278,22.7,0.9,64.2
2025-01-02T14:00:00+00:00,admin_block,1.3896,23.4,0.89,52.1
2025-01-02T15:00:00+00:00,admin_block,1.3116,21.6,0.84,57.5
2025-01-02T16:00:00+00:00,admin_block,1.3455,19.5,0.78,60.7
2025-01-02T17:00:00+00:00,admin_block,1.32,19.8,0.69,55.9
2025-01-02T18:00:00+00:00,admin_block,1.2791,18.3,0.6,53.6
2025-01-02T19:00:00+00:00,admin_block,1.3419,21.2,0.26,63.9
2025-01-02T20:00:00+00:00,admin_block,1.302,21.7,0.24,65.6
2025-01-02T21:00:00+00:00,admin_block,1.1908,20.8,0.22,60.6
2025-01-02T22:00:00+00:00,admin_block,1.3654,21.8,0.2,54.1
2025-01-02T23:00:00+00:00,admin_block,1.3682,22.4,0.05,55.6
2025-01-03T00:00:00+00:00,admin_block,1.2746,23.7,0.05,64.3
2025-01-03T01:00:00+00:00,admin_block,1.3224,26.5,0.05,52.5
2025-01-03T02:00:00+00:00,admin_block,1.3544,26.5,0.05,64.7
2025-01-03T03:00:00+00:00,admin_block,1.3139,28.9,0.05,59.0
2025-01-03T04:00:00+00:00,admin_block,1.3035,28.8,0.05,55.4
2025-01-03T05:00:00+00:00,admin_block,1.3169,28.1,0.05,58.7
2025-01-03T06:00:00+00:00,admin_block,1.3371,30.0,0.2,55.4
2025-01-03T07:00:00+00:00,admin_block,1.1813,28.7,0.22,55.6
2025-01-03T08:00:00+00:00,admin_block,1.3988,29.9,0.6,56.4
2025-01-03T09:00:00+00:00,admin_block,1.3176,28.3,0.69,53.4
2025-01-03T10:00:00+00:00,admin_block,1.3254,25.6,0.78,61.4
2025-01-03T11:00:00+00:00,admin_block,1.2733,24.5,0.84,61.2
2025-01-03T12:00:00+00:00,admin_block,1.264,24.4,0.89,64.3
2025-01-03T13:00:00+00:00,admin_block,0.7948,24.6,0.9,53.6
2025-01-03T14:00:00+00:00,admin_block,1.2323,20.8,0.89,57.5
2025-01-03T15:00:00+00:00,admin_block,1.3082,20.5,0.84,58.8
2025-01-03T16:00:00+00:00,admin_block,1.3344,18.8,0.78,56.9
2025-01-03T17:00:00+00:00,admin_block,1.3403,20.0,0.69,63.2
2025-01-03T18:00:00+00:00,admin_block,1.3014,21.0,0.6,65.3
2025-01-03T19:00:00+00:00,admin_block,1.3024,18.7,0.26,57.8
2025-01-03T20:00:00+00:00,admin_block,1.2058,20.4,0.24,52.8
2025-01-03T21:00:00+00:00,admin_block,1.1068,20.0,0.22,56.5
2025-01-03T22:00:00+00:00,admin_block,1.331,22.9,0.2,67.6
2025-01-03T23:00:00+00:00,admin_block,1.2738,24.1,0.05,55.4
2025-01-04T00:00:00+00:00,admin_block,1.3015,23.1,0.05,60.6
2025-01-04T01:00:00+00:00,admin_block,1.2201,26.9,0.05,60.2
2025-01-04T02:00:00+00:00,admin_block,1.2474,27.6,0.05,58.4
2025-01-04T03:00:00+00:00,admin_block,1.3063,27.7,0.05,56.5
2025-01-04T04:00:00+00:00,admin_block,1.1306,29.7,0.05,65.5
2025-01-04T05:00:00+00:00,admin_block,1.2382,29.8,0.05,52.3
2025-01-04T06:00:00+00:00,admin_block,1.1063,30.2,0.2,58.4
2025-01-04T07:00:00+00:00,admin_block,1.0054,29.9,0.22,66.0
2025-01-04T08:00:00+00:00,admin_block,1.0536,30.1,0.6,62.6
2025-01-04T09:00:00+00:00,admin_block,1.0959,28.4,0.69,60.0
2025-01-04T10:00:00+00:00,admin_block,1.1495,28.2,0.78,53.7
2025-01-04T11:00:00+00:00,admin_block,1.1123,27.3,0.84,65.6
2025-01-04T12:00:00+00:00,admin_block,1.0508,25.4,0.89,64.2
2025-01-04T13:00:00+00:00,admin_block,0.6855,22.9,0.9,60.0
2025-01-04T14:00:00+00:00,admin_block,1.1203,22.4,0.89,58.2
2025-01-04T15:00:00+00:00,admin_block,1.1594,20.7,0.84,54.1
2025-01-04T16:00:00+00:00,admin_block,1.2039,20.5,0.78,62.9
2025-01-04T17:00:00+00:00,admin_block,1.1857,18.5,0.69,53.8
2025-01-04T18:00:00+00:00,admin_block,1.1749,19.5,0.6,55.0
2025-01-04T19:00:00+00:00,admin_block,1.2631,19.3,0.26,63.4
2025-01-04T20:00:00+00:00,admin_block,1.3733,19.8,0.24,66.9
2025-01-04T21:00:00+00:00,admin_block,1.319,21.9,0.22,60.2
2025-01-04T22:00:00+00:00,admin_block,1.2913,23.5,0.2,56.9
2025-01-04T23:00:00+00:00,admin_block,1.2996,21.9,0.05,62.2
2025-01-05T00:00:00+00:00,admin_block,1.3199,23.1,0.05,57.6
2025-01-05T01:00:00+00:00,admin_block,1.3509,26.0,0.05,64.6
2025-01-05T02:00:00+00:00,admin_block,1.332,26.2,0.05,56.4
2025-01-05T03:00:00+00:00,admin_block,1.3295,27.8,0.05,53.6
2025-01-05T04:00:00+00:00,admin_block,1.2613,30.1,0.05,53.7
2025-01-05T05:00:00+00:00,admin_block,1.3432,29.7,0.05,67.1
2025-01-05T06:00:00+00:00,admin_block,1.3647,28.6,0.2,55.2
2025-01-05T07:00:00+00:00,admin_block,1.1397,30.8,0.22,58.2
2025-01-05T08:00:00+00:00,admin_block,1.2453,29.0,0.6,67.1
2025-01-05T09:00:00+00:00,admin_block,1.2417,27.7,0.69,55.2
2025-01-05T10:00:00+00:00,admin_block,1.2459,27.9,0.78,62.1
2025-01-05T11:00:00+00:00,admin_block,1.2167,26.7,0.84,52.6
2025-01-05T12:00:00+00:00,admin_block,1.2765,23.6,0.89,63.8
2025-01-05T13:00:00+00:00,admin_block,1.2365,23.6,0.9,57.4
2025-01-05T14:00:00+00:00,admin_block,0.7014,20.6,0.89,53.3
2025-01-05T15:00:00+00:00,admin_block,1.2683,19.7,0.84,52.1
2025-01-05T16:00:00+00:00,admin_block,1.2426,21.5,0.78,53.4
2025-01-05T17:00:00+00:00,admin_block,1.209,18.7,0.69,57.5
2025-01-05T18:00:00+00:00,admin_block,1.1789,18.9,0.6,61.9
2025-01-05T19:00:00+00:00,admin_block,1.2465,18.8,0.26,67.5
2025-01-05T20:00:00+00:00,admin_block,1.2291,20.1,0.24,67.6
2025-01-05T21:00:00+00:00,admin_block,1.1933,21.2,0.22,52.8
2025-01-05T22:00:00+00:00,admin_block,1.302,22.9,0.2,65.3
2025-01-05T23:00:00+00:00,admin_block,1.2172,24.3,0.05,65.4
2025-01-06T00:00:00+00:00,admin_block,1.2372,25.4,0.05,58.4
2025-01-06T01:00:00+00:00,admin_block,1.2927,26.4,0.05,64.3
2025-01-06T02:00:00+00:00,admin_block,1.3186,26.7,0.05,66.9
2025-01-06T03:00:00+00:00,admin_block,1.2932,28.4,0.05,58.5
2025-01-06T04:00:00+00:00,admin_block,1.2647,27.7,0.05,66.2
2025-01-06T05:00:00+00:00,admin_block,1.3738,30.4,0.05,52.5
2025-01-06T06:00:00+00:00,admin_block,1.4626,30.4,0.2,62.8
2025-01-06T07:00:00+00:00,admin_block,1.2908,28.6,0.22,62.6
2025-01-06T08:00:00+00:00,admin_block,1.5044,30.2,0.6,52.1
2025-01-06T09:00:00+00:00,admin_block,1.5405,27.4,0.69,67.6
2025-01-06T10:00:00+00:00,admin_block,1.4603,28.2,0.78,61.4
2025-01-06T11:00:00+00:00,admin_block,1.3808,25.4,0.84,53.4
2025-01-06T12:00:00+00:00,admin_block,1.3469,25.4,0.89,66.1
2025-01-06T13:00:00+00:00,admin_block,1.3479,24.0,0.9,57.1
2025-01-06T14:00:00+00:00,admin_block,0.8885,22.5,0.89,55.0
2025-01-06T15:00:00+00:00,admin_block,1.303,22.1,0.84,57.0
2025-01-06T16:00:00+00:00,admin_block,1.3865,19.4,0.78,66.3
2025-01-06T17:00:00+00:00,admin_block,1.4322,20.2,0.69,66.6
2025-01-06T18:00:00+00:00,admin_block,1.2566,19.5,0.6,65.9
2025-01-06T19:00:00+00:00,admin_block,1.3321,18.5,0.26,58.6
2025-01-06T20:00:00+00:00,admin_block,1.2098,19.4,0.24,64.7
2025-01-06T21:00:00+00:00,admin_block,1.0577,22.4,0.22,58.7
2025-01-06T22:00:00+00:00,admin_block,1.1213,23.1,0.2,67.7
2025-01-06T23:00:00+00:00,admin_block,1.162,22.0,0.05,59.1
2025-01-07T00:00:00+00:00,admin_block,1.2408,24.4,0.05,56.1
2025-01-07T01:00:00+00:00,admin_block,1.1742,24.3,0.05,67.5
2025-01-07T02:00:00+00:00,admin_block,1.1813,26.4,0.05,62.6
2025-01-07T03:00:00+00:00,admin_block,1.2475,26.7,0.05,65.7
2025-01-07T04:00:00+00:00,admin_block,1.0547,27.8,0.05,53.7
2025-01-07T05:00:00+00:00,admin_block,1.072,30.3,0.05,54.1
2025-01-07T06:00:00+00:00,admin_block,1.1809,28.9,0.2,57.3
2025-01-07T07:00:00+00:00,admin_block,1.1408,29.4,0.22,63.3
2025-01-07T08:00:00+00:00,admin_block,1.2368,27.7,0.6,60.0
2025-01-07T09:00:00+00:00,admin_block,1.3942,28.8,0.69,65.5
2025-01-07T10:00:00+00:00,admin_block,1.4077,25.7,0.78,57.2
2025-01-07T11:00:00+00:00,admin_block,1.2962,27.1,0.84,60.9
2025-01-07T12:00:00+00:00,admin_block,1.2388,24.1,0.89,64.4
2025-01-07T13:00:00+00:00,admin_block,1.2447,23.5,0.9,63.7
2025-01-07T14:00:00+00:00,admin_block,1.3537,20.7,0.89,67.5
2025-01-07T15:00:00+00:00,admin_block,0.8997,21.6,0.84,64.9
